Date/Time,Unit,Value,Sensor
3/23/2017 22:00,C,11.118,WC1L
3/23/2017 22:00,C,11.062,MC1L
3/23/2017 22:00,C,9.107,MC1H
3/23/2017 22:00,C,10.064,RC1H
3/23/2017 22:00,C,8.56,RC1L
3/23/2017 21:00,C,11.118,WC1L
3/23/2017 21:00,C,11.062,MC1L
3/23/2017 21:00,C,9.107,MC1H
3/23/2017 21:00,C,10.566,RC1H
3/23/2017 21:00,C,8.56,RC1L
3/23/2017 20:00,C,11.118,WC1L
3/23/2017 20:00,C,11.062,MC1L
3/23/2017 20:00,C,9.107,MC1H
3/23/2017 20:00,C,11.067,RC1H
3/23/2017 20:00,C,8.56,RC1L
3/23/2017 19:00,C,11.118,WC1L
3/23/2017 19:00,C,11.062,MC1L
3/23/2017 19:00,C,9.107,MC1H
3/23/2017 19:00,C,12.07,RC1H
3/23/2017 19:00,C,9.563,RC1L
3/23/2017 18:00,C,11.118,WC1L
3/23/2017 18:00,C,11.564,MC1L
3/23/2017 18:00,C,9.608,MC1H
3/23/2017 18:00,C,13.072,RC1H
3/23/2017 18:00,C,10.566,RC1L
3/23/2017 17:00,C,11.118,WC1L
3/23/2017 17:00,C,11.564,MC1L
3/23/2017 17:00,C,10.11,MC1H
3/23/2017 17:00,C,15.578,RC1H
3/23/2017 17:00,C,12.571,RC1L
3/23/2017 16:00,C,11.118,WC1L
3/23/2017 16:00,C,12.066,MC1L
3/23/2017 16:00,C,11.112,MC1H
3/23/2017 16:00,C,21.585,RC1H
3/23/2017 16:00,C,16.078,RC1L
3/23/2017 15:00,C,11.118,WC1L
3/23/2017 15:00,C,11.564,MC1L
3/23/2017 15:00,C,11.112,MC1H
3/23/2017 15:00,C,24.586,RC1H
3/23/2017 15:00,C,16.579,RC1L
3/23/2017 14:00,C,11.118,WC1L
3/23/2017 14:00,C,11.564,MC1L
3/23/2017 14:00,C,10.611,MC1H
3/23/2017 14:00,C,23.586,RC1H
3/23/2017 14:00,C,16.579,RC1L
3/23/2017 13:00,C,10.617,WC1L
3/23/2017 13:00,C,11.062,MC1L
3/23/2017 13:00,C,9.608,MC1H
3/23/2017 13:00,C,22.085,RC1H
3/23/2017 13:00,C,15.077,RC1L
3/23/2017 12:00,C,10.617,WC1L
3/23/2017 12:00,C,10.56,MC1L
3/23/2017 12:00,C,9.107,MC1H
3/23/2017 12:00,C,19.583,RC1H
3/23/2017 12:00,C,13.573,RC1L
3/23/2017 11:00,C,10.617,WC1L
3/23/2017 11:00,C,10.058,MC1L
3/23/2017 11:00,C,8.104,MC1H
3/23/2017 11:00,C,16.078,RC1H
3/23/2017 11:00,C,9.061,RC1L
3/23/2017 10:00,C,10.617,WC1L
3/23/2017 10:00,C,9.556,MC1L
3/23/2017 10:00,C,7.602,MC1H
3/23/2017 10:00,C,13.072,RC1H
3/23/2017 10:00,C,7.055,RC1L
3/23/2017 9:00,C,10.617,WC1L
3/23/2017 9:00,C,9.556,MC1L
3/23/2017 9:00,C,7.101,MC1H
3/23/2017 9:00,C,9.061,RC1H
3/23/2017 9:00,C,6.051,RC1L
3/23/2017 8:00,C,10.617,WC1L
3/23/2017 8:00,C,9.556,MC1L
3/23/2017 8:00,C,6.599,MC1H
3/23/2017 8:00,C,4.545,RC1H
3/23/2017 8:00,C,3.541,RC1L
3/23/2017 7:00,C,10.617,WC1L
3/23/2017 7:00,C,9.556,MC1L
3/23/2017 7:00,C,6.599,MC1H
3/23/2017 7:00,C,4.545,RC1H
3/23/2017 7:00,C,3.039,RC1L
3/23/2017 6:00,C,10.617,WC1L
3/23/2017 6:00,C,9.556,MC1L
3/23/2017 6:00,C,6.599,MC1H
3/23/2017 6:00,C,5.047,RC1H
3/23/2017 6:00,C,3.039,RC1L
3/23/2017 5:00,C,10.617,WC1L
3/23/2017 5:00,C,9.556,MC1L
3/23/2017 5:00,C,6.599,MC1H
3/23/2017 5:00,C,5.549,RC1H
3/23/2017 5:00,C,4.043,RC1L
3/23/2017 4:00,C,10.617,WC1L
3/23/2017 4:00,C,10.058,MC1L
3/23/2017 4:00,C,7.101,MC1H
3/23/2017 4:00,C,6.051,RC1H
3/23/2017 4:00,C,4.545,RC1L
3/23/2017 3:00,C,11.118,WC1L
3/23/2017 3:00,C,10.058,MC1L
3/23/2017 3:00,C,7.602,MC1H
3/23/2017 3:00,C,6.553,RC1H
3/23/2017 3:00,C,4.545,RC1L
3/23/2017 2:00,C,11.118,WC1L
3/23/2017 2:00,C,10.058,MC1L
3/23/2017 2:00,C,8.104,MC1H
3/23/2017 2:00,C,7.055,RC1H
3/23/2017 2:00,C,5.047,RC1L
3/23/2017 1:00,C,11.118,WC1L
3/23/2017 1:00,C,10.56,MC1L
3/23/2017 1:00,C,8.104,MC1H
3/23/2017 1:00,C,7.556,RC1H
3/23/2017 1:00,C,5.549,RC1L
3/23/2017 0:00,C,11.118,WC1L
3/23/2017 0:00,C,10.56,MC1L
3/23/2017 0:00,C,8.104,MC1H
3/23/2017 0:00,C,8.058,RC1H
3/23/2017 0:00,C,5.549,RC1L
3/22/2017 23:00,C,11.118,WC1L
3/22/2017 23:00,C,10.56,MC1L
3/22/2017 23:00,C,8.605,MC1H
3/22/2017 23:00,C,8.56,RC1H
3/22/2017 23:00,C,6.051,RC1L
3/22/2017 22:00,C,11.118,WC1L
3/22/2017 22:00,C,11.062,MC1L
3/22/2017 22:00,C,8.605,MC1H
3/22/2017 22:00,C,9.061,RC1H
3/22/2017 22:00,C,6.553,RC1L
3/22/2017 21:00,C,11.62,WC1L
3/22/2017 21:00,C,11.062,MC1L
3/22/2017 21:00,C,9.107,MC1H
3/22/2017 21:00,C,10.064,RC1H
3/22/2017 21:00,C,7.055,RC1L
3/22/2017 20:00,C,11.62,WC1L
3/22/2017 20:00,C,11.564,MC1L
3/22/2017 20:00,C,9.608,MC1H
3/22/2017 20:00,C,11.569,RC1H
3/22/2017 20:00,C,8.058,RC1L
3/22/2017 19:00,C,11.62,WC1L
3/22/2017 19:00,C,12.066,MC1L
3/22/2017 19:00,C,10.611,MC1H
3/22/2017 19:00,C,15.578,RC1H
3/22/2017 19:00,C,10.566,RC1L
3/22/2017 18:00,C,11.62,WC1L
3/22/2017 18:00,C,12.066,MC1L
3/22/2017 18:00,C,10.611,MC1H
3/22/2017 18:00,C,19.083,RC1H
3/22/2017 18:00,C,12.571,RC1L
3/22/2017 17:00,C,11.62,WC1L
3/22/2017 17:00,C,12.568,MC1L
3/22/2017 17:00,C,10.611,MC1H
3/22/2017 17:00,C,19.083,RC1H
3/22/2017 17:00,C,13.573,RC1L
3/22/2017 16:00,C,11.62,WC1L
3/22/2017 16:00,C,12.568,MC1L
3/22/2017 16:00,C,11.112,MC1H
3/22/2017 16:00,C,21.585,RC1H
3/22/2017 16:00,C,14.576,RC1L
3/22/2017 15:00,C,11.62,WC1L
3/22/2017 15:00,C,12.568,MC1L
3/22/2017 15:00,C,10.611,MC1H
3/22/2017 15:00,C,20.584,RC1H
3/22/2017 15:00,C,12.571,RC1L
3/22/2017 14:00,C,11.62,WC1L
3/22/2017 14:00,C,12.568,MC1L
3/22/2017 14:00,C,10.611,MC1H
3/22/2017 14:00,C,20.584,RC1H
3/22/2017 14:00,C,14.075,RC1L
3/22/2017 13:00,C,11.62,WC1L
3/22/2017 13:00,C,12.066,MC1L
3/22/2017 13:00,C,10.611,MC1H
3/22/2017 13:00,C,20.584,RC1H
3/22/2017 13:00,C,14.075,RC1L
3/22/2017 12:00,C,11.62,WC1L
3/22/2017 12:00,C,12.066,MC1L
3/22/2017 12:00,C,10.11,MC1H
3/22/2017 12:00,C,22.586,RC1H
3/22/2017 12:00,C,14.576,RC1L
3/22/2017 11:00,C,11.62,WC1L
3/22/2017 11:00,C,11.564,MC1L
3/22/2017 11:00,C,10.11,MC1H
3/22/2017 11:00,C,17.581,RC1H
3/22/2017 11:00,C,11.569,RC1L
3/22/2017 10:00,C,11.62,WC1L
3/22/2017 10:00,C,11.564,MC1L
3/22/2017 10:00,C,9.608,MC1H
3/22/2017 10:00,C,13.573,RC1H
3/22/2017 10:00,C,9.563,RC1L
3/22/2017 9:00,C,11.62,WC1L
3/22/2017 9:00,C,11.564,MC1L
3/22/2017 9:00,C,9.608,MC1H
3/22/2017 9:00,C,11.569,RC1H
3/22/2017 9:00,C,9.061,RC1L
3/22/2017 8:00,C,11.62,WC1L
3/22/2017 8:00,C,11.564,MC1L
3/22/2017 8:00,C,9.608,MC1H
3/22/2017 8:00,C,11.067,RC1H
3/22/2017 8:00,C,9.563,RC1L
3/22/2017 7:00,C,12.121,WC1L
3/22/2017 7:00,C,12.066,MC1L
3/22/2017 7:00,C,10.11,MC1H
3/22/2017 7:00,C,11.067,RC1H
3/22/2017 7:00,C,10.566,RC1L
3/22/2017 6:00,C,12.121,WC1L
3/22/2017 6:00,C,12.066,MC1L
3/22/2017 6:00,C,10.11,MC1H
3/22/2017 6:00,C,11.569,RC1H
3/22/2017 6:00,C,11.569,RC1L
3/22/2017 5:00,C,12.121,WC1L
3/22/2017 5:00,C,12.066,MC1L
3/22/2017 5:00,C,10.611,MC1H
3/22/2017 5:00,C,11.067,RC1H
3/22/2017 5:00,C,11.067,RC1L
3/22/2017 4:00,C,12.121,WC1L
3/22/2017 4:00,C,12.066,MC1L
3/22/2017 4:00,C,10.611,MC1H
3/22/2017 4:00,C,11.569,RC1H
3/22/2017 4:00,C,11.067,RC1L
3/22/2017 3:00,C,12.121,WC1L
3/22/2017 3:00,C,12.066,MC1L
3/22/2017 3:00,C,10.611,MC1H
3/22/2017 3:00,C,11.569,RC1H
3/22/2017 3:00,C,11.569,RC1L
3/22/2017 2:00,C,12.121,WC1L
3/22/2017 2:00,C,12.066,MC1L
3/22/2017 2:00,C,10.611,MC1H
3/22/2017 2:00,C,12.07,RC1H
3/22/2017 2:00,C,12.571,RC1L
3/22/2017 1:00,C,12.121,WC1L
3/22/2017 1:00,C,12.568,MC1L
3/22/2017 1:00,C,11.112,MC1H
3/22/2017 1:00,C,11.569,RC1H
3/22/2017 1:00,C,12.07,RC1L
3/22/2017 0:00,C,12.121,WC1L
3/22/2017 0:00,C,12.568,MC1L
3/22/2017 0:00,C,11.112,MC1H
3/22/2017 0:00,C,12.07,RC1H
3/22/2017 0:00,C,11.067,RC1L
3/21/2017 23:00,C,12.121,WC1L
3/21/2017 23:00,C,12.568,MC1L
3/21/2017 23:00,C,11.614,MC1H
3/21/2017 23:00,C,12.571,RC1H
3/21/2017 23:00,C,11.067,RC1L
3/21/2017 22:00,C,12.121,WC1L
3/21/2017 22:00,C,12.568,MC1L
3/21/2017 22:00,C,11.614,MC1H
3/21/2017 22:00,C,12.571,RC1H
3/21/2017 22:00,C,11.569,RC1L
3/21/2017 21:00,C,12.121,WC1L
3/21/2017 21:00,C,12.568,MC1L
3/21/2017 21:00,C,11.614,MC1H
3/21/2017 21:00,C,13.072,RC1H
3/21/2017 21:00,C,11.569,RC1L
3/21/2017 20:00,C,12.121,WC1L
3/21/2017 20:00,C,12.568,MC1L
3/21/2017 20:00,C,11.614,MC1H
3/21/2017 20:00,C,13.072,RC1H
3/21/2017 20:00,C,11.569,RC1L
3/21/2017 19:00,C,12.121,WC1L
3/21/2017 19:00,C,12.568,MC1L
3/21/2017 19:00,C,12.115,MC1H
3/21/2017 19:00,C,13.072,RC1H
3/21/2017 19:00,C,12.07,RC1L
3/21/2017 18:00,C,12.121,WC1L
3/21/2017 18:00,C,13.069,MC1L
3/21/2017 18:00,C,12.115,MC1H
3/21/2017 18:00,C,15.077,RC1H
3/21/2017 18:00,C,13.072,RC1L
3/21/2017 17:00,C,12.121,WC1L
3/21/2017 17:00,C,13.069,MC1L
3/21/2017 17:00,C,12.616,MC1H
3/21/2017 17:00,C,18.082,RC1H
3/21/2017 17:00,C,15.077,RC1L
3/21/2017 16:00,C,12.121,WC1L
3/21/2017 16:00,C,13.069,MC1L
3/21/2017 16:00,C,12.616,MC1H
3/21/2017 16:00,C,19.083,RC1H
3/21/2017 16:00,C,15.077,RC1L
3/21/2017 15:00,C,12.121,WC1L
3/21/2017 15:00,C,13.571,MC1L
3/21/2017 15:00,C,13.117,MC1H
3/21/2017 15:00,C,20.084,RC1H
3/21/2017 15:00,C,16.078,RC1L
3/21/2017 14:00,C,12.121,WC1L
3/21/2017 14:00,C,13.069,MC1L
3/21/2017 14:00,C,12.616,MC1H
3/21/2017 14:00,C,21.085,RC1H
3/21/2017 14:00,C,16.078,RC1L
3/21/2017 13:00,C,12.121,WC1L
3/21/2017 13:00,C,13.069,MC1L
3/21/2017 13:00,C,12.115,MC1H
3/21/2017 13:00,C,17.581,RC1H
3/21/2017 13:00,C,14.075,RC1L
3/21/2017 12:00,C,12.121,WC1L
3/21/2017 12:00,C,13.069,MC1L
3/21/2017 12:00,C,12.115,MC1H
3/21/2017 12:00,C,20.584,RC1H
3/21/2017 12:00,C,15.578,RC1L
3/21/2017 11:00,C,12.121,WC1L
3/21/2017 11:00,C,12.568,MC1L
3/21/2017 11:00,C,11.614,MC1H
3/21/2017 11:00,C,15.077,RC1H
3/21/2017 11:00,C,12.571,RC1L
3/21/2017 10:00,C,12.121,WC1L
3/21/2017 10:00,C,12.568,MC1L
3/21/2017 10:00,C,11.614,MC1H
3/21/2017 10:00,C,13.573,RC1H
3/21/2017 10:00,C,11.569,RC1L
3/21/2017 9:00,C,12.121,WC1L
3/21/2017 9:00,C,12.568,MC1L
3/21/2017 9:00,C,11.614,MC1H
3/21/2017 9:00,C,11.569,RC1H
3/21/2017 9:00,C,11.067,RC1L
3/21/2017 8:00,C,12.121,WC1L
3/21/2017 8:00,C,12.568,MC1L
3/21/2017 8:00,C,11.614,MC1H
3/21/2017 8:00,C,12.07,RC1H
3/21/2017 8:00,C,12.07,RC1L
3/21/2017 7:00,C,12.121,WC1L
3/21/2017 7:00,C,12.568,MC1L
3/21/2017 7:00,C,12.115,MC1H
3/21/2017 7:00,C,13.072,RC1H
3/21/2017 7:00,C,12.571,RC1L
3/21/2017 6:00,C,12.121,WC1L
3/21/2017 6:00,C,12.568,MC1L
3/21/2017 6:00,C,12.115,MC1H
3/21/2017 6:00,C,13.072,RC1H
3/21/2017 6:00,C,12.571,RC1L
3/21/2017 5:00,C,12.121,WC1L
3/21/2017 5:00,C,12.568,MC1L
3/21/2017 5:00,C,12.115,MC1H
3/21/2017 5:00,C,13.072,RC1H
3/21/2017 5:00,C,12.571,RC1L
3/21/2017 4:00,C,12.121,WC1L
3/21/2017 4:00,C,12.568,MC1L
3/21/2017 4:00,C,12.115,MC1H
3/21/2017 4:00,C,13.072,RC1H
3/21/2017 4:00,C,12.571,RC1L
3/21/2017 3:00,C,12.121,WC1L
3/21/2017 3:00,C,12.568,MC1L
3/21/2017 3:00,C,12.115,MC1H
3/21/2017 3:00,C,12.571,RC1H
3/21/2017 3:00,C,12.07,RC1L
3/21/2017 2:00,C,12.121,WC1L
3/21/2017 2:00,C,12.568,MC1L
3/21/2017 2:00,C,11.614,MC1H
3/21/2017 2:00,C,12.571,RC1H
3/21/2017 2:00,C,12.07,RC1L
3/21/2017 1:00,C,12.121,WC1L
3/21/2017 1:00,C,12.568,MC1L
3/21/2017 1:00,C,11.614,MC1H
3/21/2017 1:00,C,12.571,RC1H
3/21/2017 1:00,C,12.07,RC1L
3/21/2017 0:00,C,12.121,WC1L
3/21/2017 0:00,C,12.568,MC1L
3/21/2017 0:00,C,12.115,MC1H
3/21/2017 0:00,C,12.571,RC1H
3/21/2017 0:00,C,12.07,RC1L
3/20/2017 23:00,C,12.121,WC1L
3/20/2017 23:00,C,12.568,MC1L
3/20/2017 23:00,C,12.115,MC1H
3/20/2017 23:00,C,12.571,RC1H
3/20/2017 23:00,C,12.07,RC1L
3/20/2017 22:00,C,12.121,WC1L
3/20/2017 22:00,C,12.568,MC1L
3/20/2017 22:00,C,11.614,MC1H
3/20/2017 22:00,C,12.571,RC1H
3/20/2017 22:00,C,12.07,RC1L
3/20/2017 21:00,C,12.121,WC1L
3/20/2017 21:00,C,12.568,MC1L
3/20/2017 21:00,C,11.614,MC1H
3/20/2017 21:00,C,12.571,RC1H
3/20/2017 21:00,C,12.07,RC1L
3/20/2017 20:00,C,12.121,WC1L
3/20/2017 20:00,C,12.568,MC1L
3/20/2017 20:00,C,11.614,MC1H
3/20/2017 20:00,C,12.571,RC1H
3/20/2017 20:00,C,12.07,RC1L
3/20/2017 19:00,C,12.121,WC1L
3/20/2017 19:00,C,12.568,MC1L
3/20/2017 19:00,C,11.614,MC1H
3/20/2017 19:00,C,12.571,RC1H
3/20/2017 19:00,C,12.07,RC1L
3/20/2017 18:00,C,12.121,WC1L
3/20/2017 18:00,C,12.568,MC1L
3/20/2017 18:00,C,11.614,MC1H
3/20/2017 18:00,C,12.571,RC1H
3/20/2017 18:00,C,11.569,RC1L
3/20/2017 17:00,C,12.121,WC1L
3/20/2017 17:00,C,12.568,MC1L
3/20/2017 17:00,C,11.614,MC1H
3/20/2017 17:00,C,13.072,RC1H
3/20/2017 17:00,C,11.569,RC1L
3/20/2017 16:00,C,12.121,WC1L
3/20/2017 16:00,C,12.568,MC1L
3/20/2017 16:00,C,12.115,MC1H
3/20/2017 16:00,C,13.573,RC1H
3/20/2017 16:00,C,12.07,RC1L
3/20/2017 15:00,C,12.121,WC1L
3/20/2017 15:00,C,12.568,MC1L
3/20/2017 15:00,C,11.614,MC1H
3/20/2017 15:00,C,13.573,RC1H
3/20/2017 15:00,C,12.07,RC1L
3/20/2017 14:00,C,12.121,WC1L
3/20/2017 14:00,C,12.066,MC1L
3/20/2017 14:00,C,11.614,MC1H
3/20/2017 14:00,C,13.072,RC1H
3/20/2017 14:00,C,11.569,RC1L
3/20/2017 13:00,C,12.121,WC1L
3/20/2017 13:00,C,12.066,MC1L
3/20/2017 13:00,C,11.614,MC1H
3/20/2017 13:00,C,12.571,RC1H
3/20/2017 13:00,C,11.067,RC1L
3/20/2017 12:00,C,12.121,WC1L
3/20/2017 12:00,C,12.066,MC1L
3/20/2017 12:00,C,11.614,MC1H
3/20/2017 12:00,C,13.072,RC1H
3/20/2017 12:00,C,11.569,RC1L
3/20/2017 11:00,C,12.121,WC1L
3/20/2017 11:00,C,12.066,MC1L
3/20/2017 11:00,C,11.614,MC1H
3/20/2017 11:00,C,13.573,RC1H
3/20/2017 11:00,C,12.571,RC1L
3/20/2017 10:00,C,12.121,WC1L
3/20/2017 10:00,C,12.066,MC1L
3/20/2017 10:00,C,11.112,MC1H
3/20/2017 10:00,C,12.571,RC1H
3/20/2017 10:00,C,11.569,RC1L
3/20/2017 9:00,C,12.121,WC1L
3/20/2017 9:00,C,11.564,MC1L
3/20/2017 9:00,C,10.611,MC1H
3/20/2017 9:00,C,11.569,RC1H
3/20/2017 9:00,C,11.067,RC1L
3/20/2017 8:00,C,12.121,WC1L
3/20/2017 8:00,C,11.564,MC1L
3/20/2017 8:00,C,10.611,MC1H
3/20/2017 8:00,C,11.067,RC1H
3/20/2017 8:00,C,10.566,RC1L
3/20/2017 7:00,C,12.121,WC1L
3/20/2017 7:00,C,11.564,MC1L
3/20/2017 7:00,C,10.611,MC1H
3/20/2017 7:00,C,11.067,RC1H
3/20/2017 7:00,C,10.064,RC1L
3/20/2017 6:00,C,12.121,WC1L
3/20/2017 6:00,C,10.56,MC1L
3/20/2017 6:00,C,10.11,MC1H
3/20/2017 6:00,C,9.061,RC1H
3/20/2017 6:00,C,8.56,RC1L
3/20/2017 5:00,C,12.121,WC1L
3/20/2017 5:00,C,11.564,MC1L
3/20/2017 5:00,C,10.611,MC1H
3/20/2017 5:00,C,10.566,RC1H
3/20/2017 5:00,C,9.563,RC1L
3/20/2017 4:00,C,12.121,WC1L
3/20/2017 4:00,C,11.564,MC1L
3/20/2017 4:00,C,11.112,MC1H
3/20/2017 4:00,C,11.569,RC1H
3/20/2017 4:00,C,10.064,RC1L
3/20/2017 3:00,C,12.121,WC1L
3/20/2017 3:00,C,12.066,MC1L
3/20/2017 3:00,C,11.112,MC1H
3/20/2017 3:00,C,12.07,RC1H
3/20/2017 3:00,C,11.067,RC1L
3/20/2017 2:00,C,12.622,WC1L
3/20/2017 2:00,C,12.568,MC1L
3/20/2017 2:00,C,11.614,MC1H
3/20/2017 2:00,C,12.571,RC1H
3/20/2017 2:00,C,11.569,RC1L
3/20/2017 1:00,C,12.622,WC1L
3/20/2017 1:00,C,12.568,MC1L
3/20/2017 1:00,C,12.115,MC1H
3/20/2017 1:00,C,12.571,RC1H
3/20/2017 1:00,C,11.569,RC1L
3/20/2017 0:00,C,12.622,WC1L
3/20/2017 0:00,C,12.568,MC1L
3/20/2017 0:00,C,12.115,MC1H
3/20/2017 0:00,C,12.07,RC1H
3/20/2017 0:00,C,11.067,RC1L
3/19/2017 23:00,C,12.622,WC1L
3/19/2017 23:00,C,13.069,MC1L
3/19/2017 23:00,C,12.616,MC1H
3/19/2017 23:00,C,13.072,RC1H
3/19/2017 23:00,C,12.07,RC1L
3/19/2017 22:00,C,12.622,WC1L
3/19/2017 22:00,C,13.069,MC1L
3/19/2017 22:00,C,13.117,MC1H
3/19/2017 22:00,C,13.573,RC1H
3/19/2017 22:00,C,12.571,RC1L
3/19/2017 21:00,C,12.622,WC1L
3/19/2017 21:00,C,13.571,MC1L
3/19/2017 21:00,C,13.117,MC1H
3/19/2017 21:00,C,14.576,RC1H
3/19/2017 21:00,C,13.072,RC1L
3/19/2017 20:00,C,12.622,WC1L
3/19/2017 20:00,C,13.571,MC1L
3/19/2017 20:00,C,13.618,MC1H
3/19/2017 20:00,C,14.576,RC1H
3/19/2017 20:00,C,13.072,RC1L
3/19/2017 19:00,C,12.622,WC1L
3/19/2017 19:00,C,14.073,MC1L
3/19/2017 19:00,C,14.119,MC1H
3/19/2017 19:00,C,16.078,RC1H
3/19/2017 19:00,C,14.576,RC1L
3/19/2017 18:00,C,12.622,WC1L
3/19/2017 18:00,C,14.574,MC1L
3/19/2017 18:00,C,14.62,MC1H
3/19/2017 18:00,C,17.581,RC1H
3/19/2017 18:00,C,16.078,RC1L
3/19/2017 17:00,C,12.622,WC1L
3/19/2017 17:00,C,14.574,MC1L
3/19/2017 17:00,C,15.121,MC1H
3/19/2017 17:00,C,20.084,RC1H
3/19/2017 17:00,C,18.082,RC1L
3/19/2017 16:00,C,12.622,WC1L
3/19/2017 16:00,C,14.574,MC1L
3/19/2017 16:00,C,15.121,MC1H
3/19/2017 16:00,C,21.585,RC1H
3/19/2017 16:00,C,18.582,RC1L
3/19/2017 15:00,C,12.622,WC1L
3/19/2017 15:00,C,14.574,MC1L
3/19/2017 15:00,C,15.121,MC1H
3/19/2017 15:00,C,21.585,RC1H
3/19/2017 15:00,C,18.582,RC1L
3/19/2017 14:00,C,13.123,WC1L
3/19/2017 14:00,C,15.075,MC1L
3/19/2017 14:00,C,16.123,MC1H
3/19/2017 14:00,C,29.084,RC1H
3/19/2017 14:00,C,23.086,RC1L
3/19/2017 13:00,C,12.622,WC1L
3/19/2017 13:00,C,14.574,MC1L
3/19/2017 13:00,C,15.121,MC1H
3/19/2017 13:00,C,28.085,RC1H
3/19/2017 13:00,C,22.085,RC1L
3/19/2017 12:00,C,12.622,WC1L
3/19/2017 12:00,C,14.073,MC1L
3/19/2017 12:00,C,14.119,MC1H
3/19/2017 12:00,C,25.586,RC1H
3/19/2017 12:00,C,19.583,RC1L
3/19/2017 11:00,C,12.121,WC1L
3/19/2017 11:00,C,13.069,MC1L
3/19/2017 11:00,C,13.117,MC1H
3/19/2017 11:00,C,18.082,RC1H
3/19/2017 11:00,C,14.576,RC1L
3/19/2017 10:00,C,12.121,WC1L
3/19/2017 10:00,C,12.568,MC1L
3/19/2017 10:00,C,12.115,MC1H
3/19/2017 10:00,C,15.578,RC1H
3/19/2017 10:00,C,13.072,RC1L
3/19/2017 9:00,C,12.121,WC1L
3/19/2017 9:00,C,12.568,MC1L
3/19/2017 9:00,C,12.115,MC1H
3/19/2017 9:00,C,13.573,RC1H
3/19/2017 9:00,C,12.07,RC1L
3/19/2017 8:00,C,12.121,WC1L
3/19/2017 8:00,C,12.568,MC1L
3/19/2017 8:00,C,12.115,MC1H
3/19/2017 8:00,C,12.571,RC1H
3/19/2017 8:00,C,12.07,RC1L
3/19/2017 7:00,C,12.121,WC1L
3/19/2017 7:00,C,12.568,MC1L
3/19/2017 7:00,C,12.115,MC1H
3/19/2017 7:00,C,12.571,RC1H
3/19/2017 7:00,C,12.07,RC1L
3/19/2017 6:00,C,12.121,WC1L
3/19/2017 6:00,C,12.568,MC1L
3/19/2017 6:00,C,12.115,MC1H
3/19/2017 6:00,C,12.571,RC1H
3/19/2017 6:00,C,12.07,RC1L
3/19/2017 5:00,C,12.121,WC1L
3/19/2017 5:00,C,12.568,MC1L
3/19/2017 5:00,C,12.115,MC1H
3/19/2017 5:00,C,13.573,RC1H
3/19/2017 5:00,C,12.571,RC1L
3/19/2017 4:00,C,12.121,WC1L
3/19/2017 4:00,C,12.568,MC1L
3/19/2017 4:00,C,12.115,MC1H
3/19/2017 4:00,C,13.573,RC1H
3/19/2017 4:00,C,12.571,RC1L
3/19/2017 3:00,C,12.121,WC1L
3/19/2017 3:00,C,12.568,MC1L
3/19/2017 3:00,C,12.115,MC1H
3/19/2017 3:00,C,13.573,RC1H
3/19/2017 3:00,C,12.571,RC1L
3/19/2017 2:00,C,12.121,WC1L
3/19/2017 2:00,C,12.568,MC1L
3/19/2017 2:00,C,12.115,MC1H
3/19/2017 2:00,C,13.573,RC1H
3/19/2017 2:00,C,12.571,RC1L
3/19/2017 1:00,C,12.121,WC1L
3/19/2017 1:00,C,12.568,MC1L
3/19/2017 1:00,C,12.115,MC1H
3/19/2017 1:00,C,13.573,RC1H
3/19/2017 1:00,C,12.571,RC1L
3/19/2017 0:00,C,12.121,WC1L
3/19/2017 0:00,C,12.066,MC1L
3/19/2017 0:00,C,11.614,MC1H
3/19/2017 0:00,C,12.571,RC1H
3/19/2017 0:00,C,11.067,RC1L
3/18/2017 23:00,C,12.121,WC1L
3/18/2017 23:00,C,12.066,MC1L
3/18/2017 23:00,C,12.115,MC1H
3/18/2017 23:00,C,11.569,RC1H
3/18/2017 23:00,C,11.067,RC1L
3/18/2017 22:00,C,12.121,WC1L
3/18/2017 22:00,C,13.069,MC1L
3/18/2017 22:00,C,12.616,MC1H
3/18/2017 22:00,C,13.072,RC1H
3/18/2017 22:00,C,12.571,RC1L
3/18/2017 21:00,C,12.121,WC1L
3/18/2017 21:00,C,13.069,MC1L
3/18/2017 21:00,C,12.616,MC1H
3/18/2017 21:00,C,14.075,RC1H
3/18/2017 21:00,C,12.571,RC1L
3/18/2017 20:00,C,12.121,WC1L
3/18/2017 20:00,C,13.069,MC1L
3/18/2017 20:00,C,12.616,MC1H
3/18/2017 20:00,C,13.573,RC1H
3/18/2017 20:00,C,12.07,RC1L
3/18/2017 19:00,C,12.121,WC1L
3/18/2017 19:00,C,13.069,MC1L
3/18/2017 19:00,C,13.117,MC1H
3/18/2017 19:00,C,17.08,RC1H
3/18/2017 19:00,C,14.576,RC1L
3/18/2017 18:00,C,12.121,WC1L
3/18/2017 18:00,C,13.571,MC1L
3/18/2017 18:00,C,13.618,MC1H
3/18/2017 18:00,C,19.583,RC1H
3/18/2017 18:00,C,16.078,RC1L
3/18/2017 17:00,C,12.121,WC1L
3/18/2017 17:00,C,13.571,MC1L
3/18/2017 17:00,C,14.119,MC1H
3/18/2017 17:00,C,22.586,RC1H
3/18/2017 17:00,C,17.581,RC1L
3/18/2017 16:00,C,12.121,WC1L
3/18/2017 16:00,C,13.069,MC1L
3/18/2017 16:00,C,13.117,MC1H
3/18/2017 16:00,C,19.583,RC1H
3/18/2017 16:00,C,16.078,RC1L
