site_id,Year,Month,sensor_id,sensor_type,aggregation_stat,sensor_observation,QC Comments
BHWS,2014,Sep,BHWS_HMP45c,airTemp,monthly maximum,34.51,NA
BHWS,2014,Oct,BHWS_HMP45c,airTemp,monthly maximum,34.09,NA
BHWS,2014,Nov,BHWS_HMP45c,airTemp,monthly maximum,26.67,NA
BHWS,2014,Dec,BHWS_HMP45c,airTemp,monthly maximum,19.44,NA
BHWS,2015,Jan,BHWS_HMP45c,airTemp,monthly maximum,24.49,NA
BHWS,2015,Feb,BHWS_HMP45c,airTemp,monthly maximum,23.59,NA
BHWS,2015,Mar,BHWS_HMP45c,airTemp,monthly maximum,25.55,NA
BHWS,2015,Apr,BHWS_HMP45c,airTemp,monthly maximum,29.65,NA
BHWS,2015,May,BHWS_HMP45c,airTemp,monthly maximum,26.2,NA
BHWS,2015,Jun,BHWS_HMP45c,airTemp,monthly maximum,36.75,NA
BHWS,2015,Jul,BHWS_HMP45c,airTemp,monthly maximum,35.37,NA
BHWS,2015,Aug,BHWS_HMP45c,airTemp,monthly maximum,37.59,NA
BHWS,2015,Sep,BHWS_HMP45c,airTemp,monthly maximum,36.73,NA
BHWS,2015,Oct,BHWS_HMP45c,airTemp,monthly maximum,29.16,NA
BHWS,2015,Nov,BHWS_HMP45c,airTemp,monthly maximum,23.54,NA
BHWS,2015,Dec,BHWS_HMP45c,airTemp,monthly maximum,NA,Temperature sensor malfunction
BHWS,2016,Jan,BHWS_HMP45c,airTemp,monthly maximum,17.881,Temperature sensor malfunction Jan 2016 data is from iButton sensor 1/15/16 -1/31/16
BHWS,2016,Feb,BHWS_HMP45c,airTemp,monthly maximum,12.624,Temperature sensor malfunction Feb 2016 data is from iButton sensor 2/1/2016-2/2/2016
BHWS,2016,Mar,BHWS_HMP45c,airTemp,monthly maximum,23.06,NA
BHWS,2016,Apr,BHWS_HMP45c,airTemp,monthly maximum,30.84,NA
BHWS,2016,May,BHWS_HMP45c,airTemp,monthly maximum,30.45,NA
BHWS,2016,Jun,BHWS_HMP45c,airTemp,monthly maximum,35.44,NA
BHWS,2016,Jul,BHWS_HMP45c,airTemp,monthly maximum,35.34,NA
BHWS,2016,Aug,BHWS_HMP45c,airTemp,monthly maximum,32.43,NA
BHWS,2016,Sep,BHWS_HMP45c,airTemp,monthly maximum,35.48,NA
